n,bruto_bp,med_bp,wr,v_bp,k_bp,pf,sd_bp,t,p,kulu_bp,lib_bp,neto_bp,vahemik,n_toores
13.0,0.4030376774178045,-1.157483331875519,30.76923076923077,4.000863158348965,-1.1959958696627113,1.4867621609864918,3.411537158306712,0.42595843001020667,0.6701381372328137,2.2,0.0,-1.7969623225821958,1.0 <= |z| < 1.5,13
,,,,,,,,,,,,,1.5 <= |z| < 2.0,4
8.0,-1.3646329372429586,-1.161923235746749,37.5,2.6892313976978404,-3.7969515382074377,0.424956395250824,3.884824838531365,-0.9935492526554199,0.32044236073028864,2.3000000000000003,0.0,-3.664632937242959,|z| >= 2.0,8
