variant,n,neto,t,pf
A) RANDOM entry + baseline exit,3462134.0,0.013150164443349118,18.67960192580438,1.022038353765937
B) MOMENTUM entry + baseline exit,2483.0,0.02940905441661315,1.1272318086701214,1.0504495922260495
B - A (MOMENTUM panus),,0.01625888997326403,,
C) RANDOM entry + SL 1.0,1036970.0,0.01914805647060201,13.787775548245573,1.0289615028887318
C) RANDOM entry + SL 3.0,683127.0,0.00804489951052608,6.918273207062459,1.0200842573647828
C) RANDOM entry + TP 1R,1010186.0,-0.043345840065782675,-44.36753647714723,0.9144892631294449
C) RANDOM entry + TP 4R,796562.0,0.06498617726107993,36.44150734159029,1.1047469067715134
C) RANDOM entry + hold 5,1161039.0,-0.0017280034650548428,-2.0450879082971163,0.9954328030346026
C) RANDOM entry + hold 60,778737.0,0.014246186642293409,8.848261125132959,1.0213601095126696
