n,bruto_bp,med_bp,neto_bp,wr,sd_bp,t,p,kum_bruto,kum_neto,test,reziim,bruto_kulu_kordne
276,1.4658034583176986,0.12405678563087719,-1.0341965416823014,50.36231884057971,31.62596149818013,0.7699925888994887,0.44130428888492346,0.04128567482599066,-0.02814029810166785,PRIMARY_T8_T32,SEINAKELL,0.5863213833270795
405,1.6151107451380549,0.535193225896964,-0.8848892548619451,50.864197530864196,31.70468255805282,1.0251948334873187,0.3052712655575909,0.06759876866274772,-0.035203436430765955,PRIMARY_T8_T32,BAARE,0.6460442980552219
130,-1.921673972322876,-0.7562224108381872,-4.421673972322876,45.38461538461539,25.049122838299876,-0.8746994664999191,0.3817374504867965,-0.024672299756359317,-0.05586089022181717,A positiivne ullatus z>=+1,SEINAKELL,
146,4.482050485600403,2.0643112283215674,1.9820504856004026,54.794520547945204,36.3216683905671,1.4910334374272936,0.13595271628950245,0.0676264752512139,0.02936070737146146,B negatiivne ullatus z<=-1,SEINAKELL,
276,1.4658034583176986,0.12405678563087719,-1.0341965416823014,50.36231884057971,31.62596149818013,0.7699925888994887,0.44130428888492346,0.04128567482599066,-0.02814029810166785,C moLEMAD koos,SEINAKELL,
