n,bruto_bp,med_bp,neto_bp,wr,sd_bp,t,p,test,sharpe,kohort_neto_kum,kohort_maxdd,kulu_kordne
3516,4.817628915366803,3.4423766879636015,0.9509622487001361,50.540386803185434,239.650446141083,1.1920090047286684,0.23325771448160726,PRIMARY_CHANGE_D_4W,-0.17075017496917536,-0.052716648248330444,-13.616095529135077,1.2459385125948628
3516,-4.817628915366803,-3.4423766879636015,-8.684295582033469,49.45961319681456,239.650446141083,-1.1920090047286684,0.23325771448160726,POORD_kirjeldav,,,,
14693,3.944430419864961,7.343776368215775,0.031029480642202234,51.541550398148786,235.12313125725873,2.0335000243288737,0.04200203111736256,LEVEL_sign_D_kirjeldav,,,,
3516,5.865532821854128,6.490346836635012,1.9988661551874611,51.4505119453925,239.62708157426837,1.4514296946535667,0.1466602460484412,BENCHMARK_A_equal_weight_long,,,,
