n,bruto_bp,med_bp,wr,v_bp,k_bp,pf,sd_bp,t,p,kulu_bp,lib_bp,neto_bp,valuuta,paar
57,4.114727136540023,1.1443501654087833,52.63157894736842,21.950477018367753,-15.702772732157452,1.553191867787197,25.537604075863115,1.2164613616417705,0.22380922124952463,2.0000000000000004,0.0,2.114727136540023,USD,EURUSD
125,0.4655039467261219,0.0,46.400000000000006,10.83711265747582,-8.512903593922873,1.102018953106519,13.203988717051582,0.39416061728750074,0.6934624597564314,2.0,0.0,-1.5344960532738783,EUR,EURUSD
58,-1.9238436786012125,-3.328222875663957,34.48275862068966,10.784473335679122,-8.612431580854022,0.6590518071974056,11.738679826677558,-1.2481435019702967,0.21197850978130184,2.4,0.0,-4.323843678601213,GBP,GBPUSD
34,1.538401110419675,2.226795076578509,52.94117647058824,16.020654876216586,-14.75413437610185,1.2215719523970832,20.31489609914704,0.44156479196614523,0.6588041663387771,1.9999999999999998,0.0,-0.46159888958032474,JPY,USDJPY
43,-7.896008805696637,-10.15105293994586,23.25581395348837,16.18837293173424,-15.19430630188781,0.322855644581911,16.25674505356235,-3.184991347290452,0.001447583364440952,2.6000000000000005,0.0,-10.496008805696636,CHF,USDCHF
48,-1.7783218831191776,-2.330039189917412,47.91666666666667,9.68519663971087,-12.324758924122825,0.7229659390005608,13.267210304913311,-0.9286485351433054,0.3530712601194299,2.6000000000000005,0.0,-4.378321883119178,CAD,USDCAD
36,2.724111829733193,2.430535506496116,61.111111111111114,10.956235444112135,-10.21208242143372,1.6859383524011011,13.558730037880755,1.205472115215434,0.22802109647650348,2.400000000000001,0.0,0.32411182973319236,AUD,AUDUSD
7,8.063862564456109,9.69603108558406,71.42857142857143,16.853422323248083,-13.910036832523819,3.0290038995155952,21.353757024524885,0.9991204324209133,0.3177363542696603,3.6,0.0,4.463862564456108,NZD,NZDUSD
