n,bruto_bp,med_bp,neto_bp,wr,sd_bp,t,p,osa
900,-5.15910986218261,-11.904831676289279,-8.735998751071499,46.88888888888889,243.00626441144178,-0.6369107242578184,0.5241829968840375,TRAIN
1360,-4.081210970471195,-0.6798209416921275,-8.051210970471194,49.779411764705884,262.1977179115793,-0.5740233939723232,0.5659519707125567,VALID
1256,21.602252438085078,20.49747035148635,17.639832055919474,53.98089171974523,208.97721493201277,3.6634892334760116,0.0002488026789377873,FINAL OOS
