n,bruto_bp,med_bp,neto_bp,wr,sd_bp,t,p,kum_bruto,kum_neto,osa
95,1.1518902037307626,0.9787505222996935,-1.3481097962692374,51.578947368421055,34.39270365030531,0.32644240585791157,0.7440896579447625,0.011003050087577071,-0.012725381873068042,TRAIN
100,0.6879586155605092,-1.8114148299134842,-1.8120413844394907,49.0,37.04406885559519,0.18571356679049011,0.8526693886445178,0.006903304868888238,-0.017957226307287244,VALID
81,2.7942755998174262,0.1209757715320281,0.29427559981742624,50.617283950617285,18.641311593525526,1.3490724765896502,0.17731368776128287,0.022891716464236378,0.0023864754686591105,FINAL OOS
