n,wr,neto,pf,sharpe,maxdd,t,p,avg_win,avg_loss,variant,bruto,kulu
3462134,39.35832639637865,0.013150164443349118,1.022038353765937,,-99.97341128235911,18.67960192580438,0.0,1.5494679742847526,-0.9839677285017532,BASE,0.05556027428891381,0.04241010984556469
3462134,39.292615479354644,0.004203526428012036,1.0069807364685965,,-100.0,5.970367541196713,2.3671971050021057e-09,1.543201950029868,-0.991907140493499,spread +25%,0.05556027428891381,0.051356747860901775
3462134,39.23045728443786,-0.0047431115873250536,0.9921941676691177,,-100.0,-6.7356668898218865,1.631805801594055e-11,1.53680025188009,-0.9999036536976785,spread +50%,0.05556027428891381,0.06030338587623886
3462134,39.30636422507043,0.0065266066591327925,1.0108642794727893,,-100.0,9.27023280220603,0.0,1.5449573223083002,-0.9897906722823283,slippage 2x,0.05556027428891381,0.049033667629781015
3462134,39.17783078297952,-0.01136666937154139,0.9814178827100267,,-100.0,-16.139554283109206,0.0,1.5323275560978011,-1.0057177739877872,spread +50% & slip 2x,0.05556027428891381,0.06692694366045521
3462134,39.08904161421828,-0.022636387617999236,0.963409366040724,,-100.0,-32.130817869347375,0.0,1.5247302956634068,-1.0156445798739377,spread +100%,0.05556027428891381,0.07819666190691305
3462134,39.66146313227622,0.05556027428891381,1.0973117132353452,,,78.91541344694174,0.0,1.5796488149123205,-0.9462469388487728,kulu = 0,0.05556027428891381,0.0
