symbol,minuteid,mediaan_viga_bp,p95_viga_bp,max_viga_bp,osa_alla_2bp,tootluse_korr
AUDUSD,711,3.59802678098875,4.222348820474564,5.2443695865411755,0.7032348804500703,0.9215292515877136
EURUSD,1430,2.9046040128355433,3.6244649456683153,4.4735608253720915,3.2867132867132867,0.7406876216081696
GBPUSD,1429,0.3764974077047345,0.9588438423491215,5.674983078501894,99.58012596221134,0.8392401635960045
NZDUSD,715,2.9198715935552233,3.7765201723792825,11.81500590750284,5.174825174825175,0.9091376747844351
USDCAD,1424,0.28988343093283575,2.8655562581836325,6.673872514528778,86.0252808988764,0.5516072650572403
USDCHF,1433,0.3697905752697572,0.8899399751229811,19.423380040459737,96.02233077459874,0.8599297536997421
USDJPY,1437,0.41861005596999235,1.0581426897657842,3.755472370925439,97.14683368128044,0.9832788670597056
