kulu_1suund_bp,kulu_rt_bp,bruto_bp,neto_bp,kordne,verdikt
0.0,0.0,4.817628915366803,4.817628915366803,inf,—
0.5,1.0,4.817628915366803,3.817628915366803,4.817628915366803,LABIB
1.0,2.0,4.817628915366803,2.817628915366803,2.4088144576834014,LABIB
1.25,2.5,4.817628915366803,2.317628915366803,1.9270515661467211,KUKUB
1.5,3.0,4.817628915366803,1.8176289153668028,1.6058763051222675,KUKUB
2.0,4.0,4.817628915366803,0.8176289153668028,1.2044072288417007,KUKUB
1.9333333333333333,3.8666666666666667,4.817628915366803,0.9509622487001361,1.2459385125948628,NEMSIS BASE
