n,wr,neto,pf,sharpe,maxdd,t,p,kokku_r,periood,algus,lopp,bruto,kulu,paare,pos_paare
661,40.998487140695914,0.09558331696508766,1.1607245704907605,0.8004721607670005,-25.024710815743113,1.7878262369931133,0.07380404648941408,63.18057251392295,2006-2010,2006-01-01,2010-12-31,0.14036077350803208,0.04477745654294443,15,9
575,38.43478260869565,-0.04139047198174484,0.9313089779823339,-0.35082658347249296,-31.58057848331467,-0.7811898771344258,0.4346908265949607,-23.799521389503283,2011-2015,2011-01-01,2015-12-31,0.0006504281818165658,0.04204090016356141,15,6
585,39.14529914529915,-0.031599519441979286,0.9468232846079893,-0.26938722050227126,-35.359066583035116,-0.6018319105632477,0.5472860315570656,-18.485718873557882,2016-2020,2016-01-01,2020-12-31,0.008423017624022651,0.04002253706600193,15,6
662,43.957703927492446,0.07874222034076839,1.144701748875606,0.6692480081303253,-21.238643615315457,1.5924552691776086,0.11128244613765137,52.12734986558868,2021-2026,2021-01-01,2026-12-31,0.12177722479147682,0.043035004450708444,15,8
997,40.62186559679037,0.06475178274721231,1.1101337558821878,0.5389316691712805,-41.326323290835745,1.523285247853463,0.12768735627942052,64.55752739897068,TRAIN_2006_2013,2006-01-01,2013-12-31,0.10846323124500977,0.04371144849779746,15,10
457,36.542669584245075,-0.11511118230026074,0.8174830241395149,-0.9943821776737575,-45.784646318573344,-1.9839943123346326,0.04725647399022703,-52.60581031121916,VALID_2014_2017,2014-01-01,2017-12-31,-0.07511915908816542,0.0399920232120953,15,4
1029,42.75996112730807,0.059349820241689936,1.1065735678093016,0.5055381815909709,-32.85825460975115,1.4860292125569385,0.13727139425423207,61.07096502869894,OOS_2018_2026,2018-01-01,2026-12-31,0.10193204059026387,0.042582220348573945,15,10
2483,40.75714861055175,0.02940905441661315,1.0504495922260495,0.24798257920301317,-49.806799253991095,1.1272318086701214,0.259644485064245,73.02268211645045,ALL_2006_2026,2006-01-01,2026-12-31,0.0719679644040937,0.04255890998748055,15,9
