rada,paar,strateegia,ulatus,algus,lopp,aastaid,n,wr,bruto_r,neto_r,oodatav,pf,sharpe,maxdd,avg_win,avg_loss,avg_r,kokku,aastane,teh_aastas,t,p
A_H1,AUDCAD,MEAN_REVERSION,OOS_LOW_VOLATILITY,2025-09-02,2026-08-17,0.95,28,64.28571428571429,8.000000000000107,2.8881226661391985,0.10314723807639994,1.2478140032561278,0.5797035557748932,-3.9911346911401413,0.8079177345772799,-1.165439655625184,0.10314723807639994,2.7992805598889614,2.940058540228341,29.387931034482758,0.5658488973324558,0.5714965031968031
A_H1,AUDCAD,MEAN_REVERSION,ALL_LOW_VOLATILITY,2023-12-13,2026-08-17,2.67,95,55.78947368421052,11.915672710004529,-3.877330255524774,-0.040814002689734466,0.9188732645481114,-0.2464343553485134,-9.062679614078451,0.828606889027185,-1.1379403660467995,-0.040814002689734466,-4.244419480759342,-1.6083543733292016,35.51560900716479,-0.40304489261926013,0.686915199370782
A_H1,AUDCAD,MEAN_REVERSION,OOS_RANGING,2025-09-02,2026-09-04,1.0,49,61.224489795918366,11.29703758202055,2.8594141766771877,0.05835539136075893,1.1309542878640888,0.4187912881912706,-7.635586215717316,0.823154088508785,-1.1492214988729663,0.05835539136075893,2.6658289625503873,2.6529501014604495,48.76634877384196,0.4197933538922787,0.6746364204658224
A_H1,AUDCAD,MEAN_REVERSION,ALL_RANGING,2023-12-13,2026-09-04,2.72,138,55.79710144927537,17.98512767472785,-4.310183360746155,-0.03123321275903011,0.9372199849874635,-0.22602559777576833,-10.14124919166266,0.8356514024790141,-1.1254973992070534,-0.03123321275903011,-4.853291893079026,-1.809681946165398,50.65778894472362,-0.37305602170951135,0.7091067493032583
A_H1,AUDCAD,MOMENTUM,ALL,2023-11-28,2026-09-11,2.78,376,28.45744680851064,-82.50230525239519,-143.81589319698395,-0.38248907765155304,0.511894023228094,-3.6928564177658356,-76.72165856548696,1.409577758640657,-1.0953186370689005,-0.38248907765155304,-76.96255445470193,-40.97693393943561,135.03834808259586,-6.162086441658852,7.179263850076723e-10
A_H1,AUDCAD,MOMENTUM,TRAIN,2023-11-28,2024-10-30,0.92,132,24.242424242424242,-47.257158210022304,-69.29322998269026,-0.5249487119900778,0.3802794231541429,-5.573635278192131,-49.91615063337753,1.3287636452030294,-1.118136666291872,-0.5249487119900778,-50.493713749480996,-53.3271448629647,143.0652818991098,-5.353753662733917,8.614812307961017e-08
A_H1,AUDCAD,MOMENTUM,VALID,2024-11-01,2025-08-27,0.82,109,33.02752293577982,-11.452493335594433,-27.812959676231404,-0.25516476767184776,0.6405840402336938,-2.3752548929244495,-29.582763215101217,1.3769667765574072,-1.0600515566068227,-0.25516476767184776,-24.933245811179773,-29.637742623672302,133.5981543624161,-2.145473927081956,0.031914973880371456
A_H1,AUDCAD,MOMENTUM,OOS,2025-09-01,2026-09-11,1.03,135,28.888888888888886,-23.792653706778466,-46.709703538062286,-0.34599780398564656,0.5570158462411273,-3.2009679151282935,-40.9634065809532,1.5059892197945306,-1.0983675323963435,-0.34599780398564656,-38.00932929433727,-37.233797952933365,131.49,-3.243409934270665,0.0011810814520394342
A_H1,AUDCAD,MOMENTUM,OOS_HIGH_VOLATILITY,2025-09-03,2026-09-11,1.02,65,33.84615384615385,-0.06604482722418542,-10.042727282753907,-0.1545034966577524,0.7752613729885692,-0.9421301443194913,-13.900002146335655,1.5747057421794899,-1.0392152002489,-0.1545034966577524,-10.05439978395698,-9.856149420889881,63.64946380697051,-0.9520728995257156,0.34106001198045766
A_H1,AUDCAD,MOMENTUM,ALL_HIGH_VOLATILITY,2023-12-01,2026-09-11,2.78,159,31.446540880503143,-21.090568949211523,-44.97254177841115,-0.28284617470698836,0.6062813838416727,-1.7532788614891064,-36.36585756793955,1.3850508330207072,-1.0479365452242801,-0.28284617470698836,-37.00499893408289,-15.334080812990203,57.27292899408285,-2.9212912772513797,0.00348583758641019
A_H1,AUDCAD,MOMENTUM,OOS_LOW_VOLATILITY,2025-09-01,2026-09-09,1.02,70,24.285714285714285,-23.726608879554284,-36.66697625530838,-0.5238139465044054,0.39649820675148556,-3.7616207514307396,-31.484022357916185,1.4170619555316422,-1.1463590471574774,-0.5238139465044054,-31.079818738475883,-30.544736197166124,68.5455764075067,-3.8013189550554043,0.0001439278850614567
A_H1,AUDCAD,MOMENTUM,ALL_LOW_VOLATILITY,2023-12-08,2026-09-09,2.75,215,26.51162790697674,-59.411736303183666,-96.53955344247393,-0.4490211788022043,0.45798349061443305,-3.3283625639901677,-63.255045936111365,1.4310926056757005,-1.1272900757341067,-0.4490211788022043,-62.57243499934202,-30.009677576942885,78.06038767395626,-5.52375625887262,3.318277230768274e-08
A_H1,AUDCAD,MOMENTUM,OOS_TRENDING,2025-09-09,2026-08-26,0.96,49,32.6530612244898,1.27120640141516,-6.677123392620908,-0.1362678243392022,0.8035172196555296,-0.7285510733089614,-10.999595569703825,1.7066328962547956,-1.0297954464453831,-0.1362678243392022,-6.861572457808562,-7.12996961767014,50.98931623931624,-0.714197701656998,0.4751049378840251
A_H1,AUDCAD,MOMENTUM,ALL_TRENDING,2023-11-28,2026-08-26,2.74,124,31.451612903225808,-19.516043979779134,-39.35866779008049,-0.31740861121032654,0.5770665580247103,-1.7309111826892025,-33.04006784827709,1.3769864387742659,-1.0948369282620807,-0.31740861121032654,-33.20515789811231,-13.679266105788212,45.20059880239521,-2.8669065191366414,0.004145054285812577
A_H1,AUDCAD,MOMENTUM,OOS_RANGING,2025-09-01,2026-09-03,1.0,52,25.0,-17.510108104192067,-26.599365706542077,-0.5115262635873477,0.40766822903502503,-3.169580166180238,-24.54067008387304,1.4082175983357013,-1.1514408842283639,-0.5115262635873477,-23.67081317052454,-23.572436819687848,51.752043596730246,-3.177164200663959,0.0014872280668651872
