horisont_s,n,keskm,mediaan,kokku,voidu_osa,sd,t,p,keskm_voit,keskm_kaotus,max_voit,max_kaotus
1,30,1.5716666666671428,0.14999999999987246,47.15000000001429,0.7,4.130827823299804,2.083934075772951,0.04608546302130943,2.9595238095243053,-1.874999999999516,14.500000000000624,-4.249999999998977
3,30,7.351666666666711,3.5749999999989956,220.55000000000132,0.7666666666666667,11.789676104273772,3.4154234882945564,0.0019024365673222876,10.547826086956741,-3.675000000000613,33.850000000001934,-20.500000000001073
5,30,8.818333333333515,2.2500000000014175,264.5500000000054,0.8,15.297078171164475,3.1574657802110258,0.0036983806876875634,12.250000000000268,-4.908333333333514,36.65000000000029,-28.55000000000052
10,30,10.56499999999978,3.2999999999994145,316.9499999999934,0.8666666666666667,18.859385068777172,3.0683337759629103,0.0046337360467254615,13.636538461538423,-9.400000000001407,45.949999999999044,-37.250000000002004
15,30,10.793333333333253,4.374999999999241,323.79999999999757,0.9,18.08689148743258,3.26852855917599,0.00278376894173081,13.425925925925887,-12.900000000000427,48.34999999999923,-35.350000000000655
30,30,12.000000000000119,5.049999999999222,360.0000000000036,0.9,19.250400801917678,3.4143032956525796,0.0019080051169747347,14.53333333333364,-10.800000000001566,63.49999999999856,-30.1499999999999
60,30,12.243333333333506,4.475000000000451,367.3000000000052,0.9,20.251095046310848,3.3114011022052385,0.0024924375758673613,15.124074074074386,-13.683333333334394,58.19999999999936,-36.55000000000186
