cur,date,nc_long,nc_short,comm_long,comm_short,oi
MXN,2015-07-14,19965,92683,121163,43663,153639
MXN,2015-07-21,21371,102795,141585,54800,189662
MXN,2015-07-28,21846,110689,147918,53666,196328
MXN,2015-08-04,22590,104638,145436,57470,191087
MXN,2015-08-11,18163,88732,133951,57530,173781
MXN,2015-08-18,24629,85056,121084,56789,171467
MXN,2015-08-25,20401,103454,153468,66290,196090
MXN,2015-09-01,21353,98290,149437,66834,191019
MXN,2015-09-08,22880,93831,142913,67202,188237
MXN,2015-09-15,21749,77034,104727,44500,130555
MXN,2015-09-22,47626,59982,69458,52339,126544
MXN,2015-09-29,31276,75727,102653,54957,142517
MXN,2015-10-06,50942,56185,61132,52024,119424
MXN,2015-10-13,47411,51554,60966,53652,116418
MXN,2015-10-20,50627,51243,61000,57875,119955
MXN,2015-10-27,52078,52161,70390,68148,136629
MXN,2015-11-03,52097,52832,75183,73159,148844
MXN,2015-11-10,43865,62700,93652,71898,158543
MXN,2015-11-17,41435,79698,119122,77267,181499
MXN,2015-11-24,50323,79584,117041,86859,189063
MXN,2015-12-01,48974,74439,116275,89744,186826
MXN,2015-12-08,45226,69607,118809,90975,199890
MXN,2015-12-15,34779,95151,105676,41221,144451
MXN,2015-12-22,28736,85455,104271,43594,137854
MXN,2015-12-29,30566,87953,105141,43545,139756
MXN,2016-01-05,33894,95882,105753,39484,143374
MXN,2016-01-12,29415,103430,110907,32051,148683
MXN,2016-01-19,30361,106364,116877,36514,171971
MXN,2016-01-26,28487,105094,119174,38087,167763
MXN,2016-02-02,24958,103552,120705,37341,166295
MXN,2016-02-09,41732,88254,87814,36611,155692
MXN,2016-02-16,21445,98830,119580,36985,161403
MXN,2016-02-23,30149,83008,93210,35892,145631
MXN,2016-03-01,25194,81667,96311,36474,141104
MXN,2016-03-08,20441,77995,97801,37112,139105
MXN,2016-03-15,23040,68077,69834,22849,97456
MXN,2016-03-22,28550,74246,71709,25718,105395
MXN,2016-03-29,33005,73801,71159,29298,109067
MXN,2016-04-05,40864,72742,67818,34515,113872
MXN,2016-04-12,40518,87109,107521,60429,153572
MXN,2016-04-19,43925,58334,73204,59741,126511
MXN,2016-04-26,34602,53917,73672,54328,117178
MXN,2016-05-03,35753,48173,64851,52301,116533
MXN,2016-05-10,16149,61369,99619,51716,128911
MXN,2016-05-17,25219,70910,96000,47068,134805
MXN,2016-05-24,27017,74477,99517,49389,138084
MXN,2016-05-31,20193,75808,107837,49790,143577
MXN,2016-06-07,22389,81698,104873,43019,142333
MXN,2016-06-14,16894,82513,88752,19688,110890
MXN,2016-06-21,13509,82389,92449,19222,111143
MXN,2016-06-28,13390,78717,90832,21879,109440
MXN,2016-07-05,24238,69095,73970,27091,103117
MXN,2016-07-12,28648,65820,62388,23674,97361
MXN,2016-07-19,24675,64041,70493,28513,103432
MXN,2016-07-26,24114,70676,79400,29731,119753
MXN,2016-08-02,23915,76038,87939,32318,128186
MXN,2016-08-09,19963,74325,89724,35020,127632
MXN,2016-08-16,24542,70265,78627,33325,120749
MXN,2016-08-23,26845,55386,71853,43873,113732
MXN,2016-08-30,19848,53082,78626,44172,114101
MXN,2016-09-06,16790,75189,126353,67074,162430
MXN,2016-09-13,19930,85677,131147,62175,168729
MXN,2016-09-20,20526,109868,127430,34589,153278
MXN,2016-09-27,24865,110738,128158,39563,160243
MXN,2016-10-04,22358,108250,128610,39759,157510
MXN,2016-10-11,38060,89852,91189,37672,135977
MXN,2016-10-18,33364,64083,88084,56889,129729
MXN,2016-10-25,28677,54020,89962,65251,139555
MXN,2016-11-01,30838,67310,106631,69376,157048
MXN,2016-11-08,25298,58294,104400,71251,148866
MXN,2016-11-15,22124,67277,111940,67051,153771
MXN,2016-11-22,19884,68198,116348,67460,154976
MXN,2016-11-29,19314,73814,117839,62354,155401
MXN,2016-12-06,18619,72685,114759,59947,151640
MXN,2016-12-13,19001,76660,119211,60776,155718
MXN,2016-12-20,20806,87487,111792,43353,139166
MXN,2016-12-27,21411,83068,114733,51810,143192
MXN,2017-01-03,22279,87915,121190,53279,151563
MXN,2017-01-10,23878,95654,134189,61917,174390
MXN,2017-01-17,22573,95894,138023,64084,177433
MXN,2017-01-24,32133,96787,142352,76498,191470
MXN,2017-01-31,26000,89208,142169,78258,184327
MXN,2017-02-07,31229,89717,142130,82847,189464
MXN,2017-02-14,30271,90484,143548,83212,190028
MXN,2017-02-21,35125,91606,138447,83138,193415
MXN,2017-02-28,39057,84840,136487,92932,194858
MXN,2017-03-07,38707,81465,150931,111461,209454
MXN,2017-03-14,51271,56738,110820,108674,169900
MXN,2017-03-21,57730,61011,109415,110203,176764
MXN,2017-03-28,72728,77465,108002,109813,191438
MXN,2017-04-04,80979,90667,108561,104857,199099
MXN,2017-04-11,86813,99488,109004,102197,205663
MXN,2017-04-18,97027,82783,88398,108502,195575
MXN,2017-04-25,91689,75651,77693,98117,177359
MXN,2017-05-02,91142,76027,78278,97914,177326
MXN,2017-05-09,92514,22611,78942,153711,179886
MXN,2017-05-16,92686,22632,81075,156495,183857
MXN,2017-05-23,98609,44311,101454,160659,211110
MXN,2017-05-30,112479,37477,82152,163139,206058
MXN,2017-06-06,115601,30780,75128,166379,207116
MXN,2017-06-13,123468,27654,84029,186727,233490
MXN,2017-06-20,125659,76674,77345,133169,217481
MXN,2017-06-27,126019,45012,77403,163914,212815
MXN,2017-07-03,119408,34549,77093,171078,210730
MXN,2017-07-11,125291,27432,76411,179680,213241
MXN,2017-07-18,130155,17616,65879,184118,209717
MXN,2017-07-25,130075,17185,67563,186763,212346
MXN,2017-08-01,130186,16637,70001,190260,214358
MXN,2017-08-08,130668,24231,76063,189073,218908
MXN,2017-08-15,130900,36051,94885,195458,237589
MXN,2017-08-22,137856,40238,93686,197558,243849
MXN,2017-08-29,135549,38539,95338,197365,246509
MXN,2017-09-05,141051,27439,79810,199169,240705
MXN,2017-09-12,143188,26190,74411,197529,258092
MXN,2017-09-19,136338,59386,71639,154781,218381
MXN,2017-09-26,134621,50894,75173,164278,219926
MXN,2017-10-03,117452,28336,75702,170572,204344
MXN,2017-10-10,102473,19724,76547,162723,188075
MXN,2017-10-17,98936,27869,81992,155590,188907
MXN,2017-10-24,87536,31835,84813,142951,180527
MXN,2017-10-31,87220,31974,81549,138823,177306
MXN,2017-11-07,88731,31756,80251,139158,177429
MXN,2017-11-14,92961,30428,77408,141079,177739
MXN,2017-11-21,110044,29658,61109,144095,179530
MXN,2017-11-28,112966,23400,50180,143607,171485
MXN,2017-12-05,121003,24480,48842,149465,179296
MXN,2017-12-12,112383,26207,65269,154986,211478
MXN,2017-12-19,102273,48379,74049,129056,181925
MXN,2017-12-26,87576,51192,90358,127571,184543
MXN,2018-01-02,93804,58746,93659,128150,193802
MXN,2018-01-09,78703,48906,99450,129021,184250
MXN,2018-01-16,82790,35995,82868,131205,172511
MXN,2018-01-23,97964,36809,72281,137357,178983
MXN,2018-01-30,110923,30878,69758,153364,188829
MXN,2018-02-06,127650,34795,65965,161448,201316
MXN,2018-02-13,122762,25984,66644,165749,196517
MXN,2018-02-20,127065,32244,61812,159534,196447
MXN,2018-02-27,120144,27637,61521,156533,189222
MXN,2018-03-06,114143,30848,70383,156911,192062
MXN,2018-03-13,113977,27037,70002,160631,196223
MXN,2018-03-20,105870,39025,68369,138135,182537
MXN,2018-03-27,130264,40477,60742,155684,199947
MXN,2018-04-03,136812,37732,64044,169006,209945
MXN,2018-04-10,147519,45301,67751,174664,223499
MXN,2018-04-17,155624,53783,64630,171349,228823
MXN,2018-04-24,140739,51956,82904,176341,232193
MXN,2018-05-01,129849,43808,78510,169028,216905
MXN,2018-05-08,109911,33723,81932,161959,199756
MXN,2018-05-15,86288,33510,89930,143588,183354
MXN,2018-05-22,78769,47229,96050,127439,184285
MXN,2018-05-29,73232,54896,99469,116130,181671
MXN,2018-06-05,69986,81096,119881,105929,202098
MXN,2018-06-12,64923,86623,133850,108843,214278
MXN,2018-06-19,60316,71581,87627,72316,156503
MXN,2018-06-26,61775,74285,80454,64270,150501
MXN,2018-07-03,60815,54900,76822,79552,145233
MXN,2018-07-10,66485,38353,66938,94397,141886
MXN,2018-07-17,75878,46800,70288,100862,155008
MXN,2018-07-24,87495,67911,82833,104364,177515
MXN,2018-07-31,97475,70960,84753,113415,189767
MXN,2018-08-07,108066,74806,81713,117717,198476
MXN,2018-08-14,112980,81906,85951,121207,207354
MXN,2018-08-21,113603,87933,91333,121389,213196
MXN,2018-08-28,105978,86641,102033,124985,217019
MXN,2018-09-04,103856,91337,108382,124364,220430
MXN,2018-09-11,101282,86746,127953,146073,245043
MXN,2018-09-18,112234,71721,79529,124308,200192
MXN,2018-09-25,117315,65917,79751,135387,204650
MXN,2018-10-02,135649,61820,73258,150505,217218
MXN,2018-10-09,126813,52364,73701,152510,208594
MXN,2018-10-16,127324,58749,79192,152120,215138
MXN,2018-10-23,111571,53544,85567,147336,206270
MXN,2018-10-30,93644,59835,91961,127379,192330
MXN,2018-11-06,67588,60552,109111,117752,184085
MXN,2018-11-13,69888,62601,108198,116400,186246
MXN,2018-11-20,72611,58528,104160,118267,186030
MXN,2018-11-27,77867,62540,103092,117842,189912
MXN,2018-12-04,64314,59791,116595,119562,191512
MXN,2018-12-11,66195,54753,106915,117435,184120
MXN,2018-12-18,49996,50765,65159,63654,122610
MXN,2018-12-24,64558,61129,64403,67131,137078
MXN,2018-12-31,82260,72488,60432,71503,151235
MXN,2019-01-08,92398,61416,59697,93541,160493
MXN,2019-01-15,124498,67233,58311,119223,190187
MXN,2019-01-22,141908,78389,56526,123942,206199
MXN,2019-01-29,149306,79863,57814,130727,214141
MXN,2019-02-05,156916,85449,58212,132968,222193
MXN,2019-02-12,158735,82324,57978,135930,223535
MXN,2019-02-19,169715,74620,56536,144256,233792
MXN,2019-02-26,168531,76584,59671,144948,236584
MXN,2019-03-05,176942,88524,61146,143109,246641
MXN,2019-03-12,177252,102156,73029,150878,273064
MXN,2019-03-19,183614,60727,43797,171187,235008
MXN,2019-03-26,198612,52278,32943,184120,239526
MXN,2019-04-02,186698,43975,33192,179467,227327
MXN,2019-04-09,194643,39206,32374,192358,234676
MXN,2019-04-16,202538,46508,34996,194589,244360
MXN,2019-04-23,207389,56684,38087,191911,252304
MXN,2019-04-30,212417,67678,38446,187446,258551
MXN,2019-05-07,215485,70796,40688,188933,263669
MXN,2019-05-14,214359,66152,43905,195454,265513
MXN,2019-05-21,218160,71675,45177,195276,271550
MXN,2019-05-28,213758,71291,47918,194156,274999
MXN,2019-06-04,172354,48125,54635,181509,242090
MXN,2019-06-11,141898,40583,67837,172813,222003
MXN,2019-06-18,143640,26834,52223,172858,202744
MXN,2019-06-25,154205,39170,54497,174181,216206
MXN,2019-07-02,168532,60265,59768,172759,236052
MXN,2019-07-09,181214,54832,55760,186370,244234
MXN,2019-07-16,168473,40352,49265,182310,225725
MXN,2019-07-23,162435,37680,49855,178539,221368
MXN,2019-07-30,164178,35910,49179,181427,221211
MXN,2019-08-06,161166,39097,52771,177539,222394
MXN,2019-08-13,152707,35145,53171,173364,212499
MXN,2019-08-20,147542,37183,43474,156349,197525
MXN,2019-08-27,129991,36677,51988,147825,189136
MXN,2019-09-03,126271,34480,54807,148057,187869
MXN,2019-09-10,126807,31170,53509,151836,196951
MXN,2019-09-17,135507,53881,44785,129155,187938
MXN,2019-09-24,149871,57457,42234,137556,199268
MXN,2019-10-01,162307,46495,46189,164126,215614
MXN,2019-10-08,159694,44298,51741,169319,218266
MXN,2019-10-15,171659,58617,52984,169253,233100
MXN,2019-10-22,192776,79826,53863,169933,254385
MXN,2019-10-29,215210,86303,57285,189552,280627
MXN,2019-11-05,232281,91879,58054,202162,299034
MXN,2019-11-12,219312,77275,71568,216011,298167
MXN,2019-11-19,213938,74117,72760,214787,294412
MXN,2019-11-26,202534,66885,79931,217734,292397
MXN,2019-12-03,196052,65925,84564,217740,290980
MXN,2019-12-10,196673,66032,92830,227495,304848
MXN,2019-12-17,211650,59390,69343,225825,288786
MXN,2019-12-24,202097,43881,65565,226855,274987
MXN,2019-12-31,193069,42803,66642,230351,277946
MXN,2020-01-07,203580,46262,71014,232233,283332
MXN,2020-01-14,207127,41487,78142,247992,294039
MXN,2020-01-21,211681,41710,78831,253303,299980
MXN,2020-01-28,207336,36970,88754,263340,305928
MXN,2020-02-04,206538,41366,91595,261639,308894
MXN,2020-02-11,193940,37614,98944,259767,302445
MXN,2020-02-18,192345,39063,100188,258098,301797
MXN,2020-02-25,176836,26235,92104,245362,276267
MXN,2020-03-03,147358,16177,77354,211239,233892
MXN,2020-03-10,129376,16829,85712,200091,224550
MXN,2020-03-17,55563,21718,61736,95627,121964
MXN,2020-03-24,40783,18804,65411,86775,110323
MXN,2020-03-31,28435,20770,69611,77274,102712
MXN,2020-04-07,26766,21010,69739,75415,102137
MXN,2020-04-14,29926,26593,74298,76160,109371
MXN,2020-04-21,25851,24611,75376,73960,105480
MXN,2020-04-28,32191,23710,66098,73542,103359
MXN,2020-05-05,31184,24075,63787,69744,100220
MXN,2020-05-12,22491,27611,72507,66792,101098
MXN,2020-05-19,24268,30252,72673,65717,103425
MXN,2020-05-26,43294,38603,79009,73548,128952
MXN,2020-06-02,56663,48346,59334,68055,122614
MXN,2020-06-09,58953,59799,70393,70805,135937
MXN,2020-06-16,49258,27152,54593,77827,109329
MXN,2020-06-23,51601,28423,56295,79754,113290
MXN,2020-06-30,55795,34839,61632,82594,122007
MXN,2020-07-07,50848,35868,66779,82680,122938
MXN,2020-07-14,48737,36866,70400,82590,124807
MXN,2020-07-21,49461,39613,71569,82155,128136
MXN,2020-07-28,51851,40987,75094,86810,133914
MXN,2020-08-04,42692,39693,78576,82159,128492
MXN,2020-08-11,44240,37733,79635,86437,130908
MXN,2020-08-18,42450,38112,84341,89318,134542
MXN,2020-08-25,42397,38535,83747,89057,134794
MXN,2020-09-01,45309,39340,77893,85119,132731
MXN,2020-09-08,53190,44817,85692,95813,150387
MXN,2020-09-15,56478,30007,71028,100687,134482
MXN,2020-09-22,59484,32834,69978,99458,136718
MXN,2020-09-29,43334,30698,72917,87412,121918
MXN,2020-10-06,51201,29859,63407,86442,120674
MXN,2020-10-13,51329,28851,59746,85143,118828
MXN,2020-10-20,56246,36404,61609,84294,124948
MXN,2020-10-27,63135,35189,54890,86223,125868
MXN,2020-11-03,53988,29891,54900,83136,118193
MXN,2020-11-10,57399,39077,62376,85363,128610
MXN,2020-11-17,59799,39390,63160,87670,132317
MXN,2020-11-24,63156,39361,63414,91809,136787
MXN,2020-12-01,72880,43839,64311,99537,149709
MXN,2020-12-08,70443,43921,82437,114634,191833
MXN,2020-12-15,62335,65562,71960,73710,142913
MXN,2020-12-21,56598,64847,78214,74132,142814
MXN,2020-12-29,56929,62187,77596,76645,142582
MXN,2021-01-05,52578,60301,79574,76962,141291
MXN,2021-01-12,57570,63022,83263,83160,151244
MXN,2021-01-19,52890,60577,82956,80248,145735
MXN,2021-01-26,58301,59251,83974,87688,150653
MXN,2021-02-02,53406,50538,88498,95659,150781
MXN,2021-02-09,53203,51720,95146,100459,158040
MXN,2021-02-16,57670,56258,95153,101186,163322
MXN,2021-02-23,54655,51630,97188,103432,165600
MXN,2021-03-02,52098,47667,92476,99526,159755
MXN,2021-03-09,50349,48497,91409,94707,167287
MXN,2021-03-16,40137,69594,68141,40115,113924
MXN,2021-03-23,52412,73306,71332,52940,130204
MXN,2021-03-30,58089,73202,71095,58821,136497
MXN,2021-04-06,57610,70752,69930,60876,136870
MXN,2021-04-13,63387,75365,72074,63970,143619
MXN,2021-04-20,68012,71566,68959,70460,146537
MXN,2021-04-27,75554,74594,70520,75237,154844
MXN,2021-05-04,65948,70394,71227,71196,145948
MXN,2021-05-11,61625,70105,72081,68650,143323
MXN,2021-05-18,62251,72369,72283,66503,144712
MXN,2021-05-25,63868,72366,70361,66593,146892
MXN,2021-06-01,69880,73526,73172,73980,159507
MXN,2021-06-08,63814,70375,79394,77911,159811
MXN,2021-06-15,68675,92605,68307,47910,144805
MXN,2021-06-22,61955,90546,70553,44458,139874
MXN,2021-06-29,71449,90903,64373,49436,144435
MXN,2021-07-06,70788,93121,67470,50723,147459
MXN,2021-07-13,69611,97043,71908,48169,149382
MXN,2021-07-20,66141,94562,72056,47065,146412
MXN,2021-07-27,65404,91811,75588,52469,150348
MXN,2021-08-03,70787,92084,73195,56235,154363
MXN,2021-08-10,69818,93705,74870,53575,152510
MXN,2021-08-17,76530,95647,73652,57709,159599
MXN,2021-08-24,71067,94897,72551,50954,152123
MXN,2021-08-31,72052,93095,69809,52652,153285
MXN,2021-09-07,88168,105685,78810,65945,180540
MXN,2021-09-14,95948,111800,72569,61496,176776
MXN,2021-09-21,88733,107748,73538,58198,169898
MXN,2021-09-28,92423,112018,73086,55599,172640
MXN,2021-10-05,77074,112653,83926,50233,168119
MXN,2021-10-12,74129,113763,90283,52524,171754
MXN,2021-10-19,70192,108763,86864,50405,164268
MXN,2021-10-26,63677,106966,90904,50738,162542
MXN,2021-11-02,61553,112571,99034,50239,167676
MXN,2021-11-09,61791,110198,95074,49390,164152
MXN,2021-11-16,69984,117639,94074,47947,170102
MXN,2021-11-23,80691,130152,98029,47441,184243
MXN,2021-11-30,85840,145587,104613,43493,195719
MXN,2021-12-07,70791,134917,120494,55261,200173
MXN,2021-12-14,34748,45421,61580,49157,101049
MXN,2021-12-21,30021,34813,60300,53918,94469
MXN,2021-12-28,33561,42569,63529,55195,102418
MXN,2022-01-04,44876,54366,68595,61468,119748
MXN,2022-01-11,53194,57645,67173,65935,127155
MXN,2022-01-18,75461,70541,69942,77432,151778
MXN,2022-01-25,66449,67239,77473,78951,150142
MXN,2022-02-01,53767,53037,80885,84733,141352
MXN,2022-02-08,45097,43853,82287,86360,134257
MXN,2022-02-15,59485,50511,84673,96727,151098
MXN,2022-02-22,72846,56021,90784,111822,171299
MXN,2022-03-01,74971,32593,72497,118308,154664
MXN,2022-03-08,76020,23003,60537,115731,166433
MXN,2022-03-15,39164,49740,56610,48762,102749
MXN,2022-03-22,58150,76201,68880,54961,134766
MXN,2022-03-29,75081,83328,73952,70666,157779
MXN,2022-04-05,78728,77818,85690,91468,172712
MXN,2022-04-12,81582,66622,85784,105337,175905
MXN,2022-04-19,73710,52046,82643,108857,165403
MXN,2022-04-26,67389,47263,81220,104783,156766
MXN,2022-05-03,63860,49237,79394,97946,151933
MXN,2022-05-10,63921,47196,81735,102601,153858
MXN,2022-05-17,77819,49604,83844,116093,170924
MXN,2022-05-24,83031,53239,84474,118826,177125
MXN,2022-05-31,114480,79031,88894,129037,212843
MXN,2022-06-07,119162,86436,87884,126001,248184
MXN,2022-06-14,114093,140474,75532,52384,197375
MXN,2022-06-21,96147,123017,87609,64632,191265
MXN,2022-06-28,107031,121011,79060,69953,193536
MXN,2022-07-05,107141,121559,82106,72010,197463
MXN,2022-07-12,104715,127953,84247,63930,195611
MXN,2022-07-19,97965,128725,91458,63568,196123
MXN,2022-07-26,96752,126650,90972,64113,195025
MXN,2022-08-02,101415,124468,84884,64188,192971
MXN,2022-08-09,95572,123193,88036,63314,189988
MXN,2022-08-16,108642,130013,85997,68194,201618
MXN,2022-08-23,103056,134372,93894,66404,205575
MXN,2022-08-30,103623,132653,95098,69333,206823
MXN,2022-09-06,97112,126572,90882,65572,199161
MXN,2022-09-13,103772,129153,89260,67927,208403
MXN,2022-09-20,96671,124704,67201,43460,172650
MXN,2022-09-27,87723,129045,77061,39063,173045
MXN,2022-10-04,108626,145947,75648,43734,192352
MXN,2022-10-11,120239,153893,77393,49554,206170
MXN,2022-10-18,133432,155726,73758,57485,215836
MXN,2022-10-25,161558,148984,78742,98551,248910
MXN,2022-11-01,182316,138271,90811,141323,282864
MXN,2022-11-08,192024,132410,97255,163611,300020
MXN,2022-11-15,197700,129849,95530,170093,303442
MXN,2022-11-22,188446,125127,97331,167392,296145
MXN,2022-11-29,199744,133658,98322,171081,307733
MXN,2022-12-06,177555,129603,105410,158770,293708
MXN,2022-12-13,168481,124117,106698,156509,290116
MXN,2022-12-20,124474,179570,96834,47242,229275
MXN,2022-12-27,125891,177617,98421,52557,232407
MXN,2023-01-03,131201,187577,105401,55139,245029
MXN,2023-01-10,149517,202898,111970,64764,270826
MXN,2023-01-17,150543,199182,113924,71625,274227
MXN,2023-01-24,148265,197005,115053,72726,272655
MXN,2023-01-31,156950,202220,119480,78676,285481
MXN,2023-02-07,138771,183049,115075,75172,262449
MXN,2023-02-14,153370,193037,114860,81044,279004
MXN,2023-02-21,152675,189548,113816,82358,277353
MXN,2023-02-28,169769,204914,113669,83726,294741
MXN,2023-03-07,177503,208755,161106,136048,376712
MXN,2023-03-14,147405,81278,105425,174601,260414
MXN,2023-03-21,101899,50369,113013,169426,222130
MXN,2023-03-28,109417,60138,116939,170767,233669
MXN,2023-04-04,127371,69458,114977,178154,250403
MXN,2023-04-11,136355,75878,115499,181014,260053
MXN,2023-04-18,139289,83118,120371,181255,267698
MXN,2023-04-25,133098,78970,126071,184678,267276
MXN,2023-05-02,128173,70463,123440,186288,260235
MXN,2023-05-09,127763,57731,117890,194423,255441
MXN,2023-05-16,133268,59633,111178,190643,254037
MXN,2023-05-23,118579,41636,106541,189157,233538
MXN,2023-05-30,115535,37530,98971,181992,224395
MXN,2023-06-06,123447,41777,98261,186038,235994
MXN,2023-06-13,131738,52903,133137,225891,291589
MXN,2023-06-20,121005,21287,94733,197773,224897
MXN,2023-06-27,117098,20749,100116,200015,226033
MXN,2023-07-03,123919,28679,105172,204571,238269
MXN,2023-07-11,122996,26830,107491,206984,239738
MXN,2023-07-18,122811,28319,104617,202856,238006
MXN,2023-07-25,117732,29891,106061,198119,233549
MXN,2023-08-01,119651,31103,106940,200032,236446
MXN,2023-08-08,110008,26357,109028,195668,227745
MXN,2023-08-15,109340,27317,108596,193823,228984
MXN,2023-08-22,103018,29359,114358,190776,228801
MXN,2023-08-29,110075,36212,115162,194183,238767
MXN,2023-09-05,100298,32777,127372,199104,246061
MXN,2023-09-12,93022,26151,123575,195067,235720
MXN,2023-09-19,95307,31657,115818,183563,220707
MXN,2023-09-26,92732,32099,115616,180251,216906
MXN,2023-10-03,90848,26334,114185,181433,212539
MXN,2023-10-10,70525,18292,123052,176627,201997
MXN,2023-10-17,63351,19046,126732,173737,197037
MXN,2023-10-24,54446,16585,133105,173293,194530
MXN,2023-10-31,57470,26173,135287,169170,199078
MXN,2023-11-07,71644,34904,137436,178656,216534
MXN,2023-11-14,79162,35780,138716,186284,228809
MXN,2023-11-21,88474,29543,129654,192858,225972
MXN,2023-11-28,105838,40353,131543,202984,247503
MXN,2023-12-05,108921,35465,133063,211699,257053
MXN,2023-12-12,114396,40271,133847,212911,269074
MXN,2023-12-19,126608,42607,111319,198002,245808
MXN,2023-12-26,131856,44107,113123,203693,253217
MXN,2024-01-02,141007,51909,118694,211023,268627
MXN,2024-01-09,143436,54997,115940,209946,271237
MXN,2024-01-16,133691,52089,115050,201321,263473
MXN,2024-01-23,127479,52380,108318,187719,250059
MXN,2024-01-30,132808,52415,103931,189648,250075
MXN,2024-02-06,143570,56741,106626,198937,261212
MXN,2024-02-13,147176,46732,102632,207674,265257
MXN,2024-02-20,141528,45533,102096,203426,254486
MXN,2024-02-27,146118,52304,99727,198622,256055
MXN,2024-03-05,171871,65285,109795,222511,294670
MXN,2024-03-12,180140,75848,131144,241954,330046
MXN,2024-03-19,183182,54512,112132,245116,303202
MXN,2024-03-26,184361,52293,113559,251218,307002
MXN,2024-04-02,191685,57955,113502,252937,314517
MXN,2024-04-09,189880,50189,111158,255611,309571
MXN,2024-04-16,172573,44842,105028,237147,286335
MXN,2024-04-23,152071,28416,93954,222341,254982
MXN,2024-04-30,144679,25634,95715,219040,249126
MXN,2024-05-07,137564,25252,101075,217449,246848
MXN,2024-05-14,144307,31346,105840,222441,258065
MXN,2024-05-21,153206,35314,107198,229485,269695
MXN,2024-05-28,151468,30549,106742,231440,268109
MXN,2024-06-04,153943,29272,99552,226962,264788
MXN,2024-06-11,145604,26611,115457,236045,275217
MXN,2024-06-18,71739,21485,87254,138056,164401
MXN,2024-06-25,84314,26508,81667,140630,172171
MXN,2024-07-02,96359,32732,84808,150157,188324
MXN,2024-07-09,95748,32425,85441,151184,189294
MXN,2024-07-16,98495,36785,91866,156048,197580
MXN,2024-07-23,100555,31238,91888,162964,198691
MXN,2024-07-30,99143,31483,90333,157395,196287
MXN,2024-08-06,96916,31580,86813,150820,190477
MXN,2024-08-13,82188,32094,95620,144328,184929
MXN,2024-08-20,66745,32099,100092,133502,174530
MXN,2024-08-27,66669,35949,92793,122105,170231
MXN,2024-09-03,63103,32624,98278,125956,171000
MXN,2024-09-10,62614,35588,110666,134878,190133
MXN,2024-09-17,48486,40763,74941,81293,130644
MXN,2024-09-24,51480,39054,76816,87668,134947
MXN,2024-10-01,61487,35188,72851,97616,141622
MXN,2024-10-08,55327,26134,73035,100936,135821
MXN,2024-10-15,60759,35513,70382,94117,139187
MXN,2024-10-22,61303,37406,70053,91045,139302
MXN,2024-10-29,71127,36082,68246,99821,147540
MXN,2024-11-05,65501,34406,69905,96905,143741
MXN,2024-11-12,73269,53076,67882,84203,147790
MXN,2024-11-19,60642,46628,69581,80588,139260
MXN,2024-11-26,56402,52944,76896,76680,142400
MXN,2024-12-03,55114,50930,77150,78988,146854
MXN,2024-12-10,61643,53715,75013,81186,160701
MXN,2024-12-17,55529,40915,63901,76233,126921
MXN,2024-12-24,63168,44325,63511,79322,132801
MXN,2024-12-31,68458,47787,60264,78213,135646
MXN,2025-01-07,60139,47748,71502,82047,139151
MXN,2025-01-14,57188,51191,77842,81607,142860
MXN,2025-01-21,47985,49529,85763,83340,141724
MXN,2025-01-28,46601,41377,84388,87411,138321
MXN,2025-02-04,61459,49197,78564,88082,145368
MXN,2025-02-11,59388,43538,77683,90953,143628
MXN,2025-02-18,63852,49179,78851,91675,149733
MXN,2025-02-25,70337,41607,74354,100561,150579
MXN,2025-03-04,65679,46223,72102,89407,145035
MXN,2025-03-11,75519,45433,79090,109383,166564
MXN,2025-03-18,93583,37631,42218,98538,142943
MXN,2025-03-25,89477,30438,38556,97250,137459
MXN,2025-04-01,86757,35677,43822,93947,139481
MXN,2025-04-08,80167,41085,61831,98090,150017
MXN,2025-04-15,67550,34281,69070,101587,146438
MXN,2025-04-22,67624,26459,56341,98689,130379
MXN,2025-04-29,83287,23775,39019,100489,129201
MXN,2025-05-06,86615,18060,34566,104253,127483
MXN,2025-05-13,90191,24485,35941,105482,134834
MXN,2025-05-20,89323,26791,40078,104140,136985
MXN,2025-05-27,88293,26891,53609,116979,161653
MXN,2025-06-03,93401,28952,55198,122144,168665
MXN,2025-06-10,99017,36291,57439,123349,180612
MXN,2025-06-17,92833,34806,54030,117512,155581
MXN,2025-06-24,83729,32418,55155,110935,146855
MXN,2025-07-01,87448,32936,57224,116975,153052
MXN,2025-07-08,97431,42353,61703,121631,167262
MXN,2025-07-15,92332,42210,63981,120154,165808
MXN,2025-07-22,99081,43017,64766,125106,172369
MXN,2025-07-29,99141,42463,67835,127938,173983
MXN,2025-08-05,105231,37176,63351,135042,176153
MXN,2025-08-12,106539,45300,67876,132724,182397
MXN,2025-08-19,91974,27449,61700,129628,162678
MXN,2025-08-26,97158,28160,59405,131219,165392
MXN,2025-09-02,101520,28507,66278,142296,179417
MXN,2025-09-09,107503,33771,89064,166599,213424
MXN,2025-09-16,112395,34402,61957,144698,182118
MXN,2025-09-23,107346,23913,60814,149153,176007
MXN,2025-09-30,115256,23373,60417,156785,183221
MXN,2025-10-07,115817,28150,69209,160667,191754
MXN,2025-10-14,95674,28113,75373,145927,178245
MXN,2025-10-21,99658,26316,70073,147502,177118
