cur,date,nc_long,nc_short,comm_long,comm_short,oi
AUD,2000-01-11,9782,642,9934,27303,30290
AUD,2000-01-18,17623,314,9908,37993,40500
AUD,2000-01-25,15623,224,10421,35061,38359
AUD,2000-02-01,1861,4873,25151,20508,33312
AUD,2000-02-08,1646,4744,25312,20787,32010
AUD,2000-02-15,746,5693,26010,18444,31826
AUD,2000-02-22,1074,6099,25934,17683,31711
AUD,2000-02-29,801,8014,27479,17067,33732
AUD,2000-03-07,885,8588,29527,17971,35724
AUD,2000-03-14,921,9342,15848,4209,20595
AUD,2000-03-21,872,9179,16483,4561,21335
AUD,2000-03-28,836,8684,16838,5396,22401
AUD,2000-04-04,872,8440,16572,4896,22574
AUD,2000-04-11,1262,9277,17432,5424,23356
AUD,2000-04-18,869,9834,19023,4546,24969
AUD,2000-04-25,869,9161,19703,5501,25230
AUD,2000-05-02,475,10058,20128,5328,25510
AUD,2000-05-09,475,8523,18542,5934,23977
AUD,2000-05-16,0,5768,17423,4125,24091
AUD,2000-05-23,0,5283,18103,3977,24119
AUD,2000-05-30,0,4782,16761,4389,23560
AUD,2000-06-06,0,5438,19016,6679,25818
AUD,2000-06-13,417,4296,21157,11807,30014
AUD,2000-08-29,500,3007,12070,7885,22356
AUD,2000-09-05,600,3322,13563,10705,23929
AUD,2000-09-12,1250,4804,20925,15102,32544
AUD,2000-09-26,1500,4922,13051,6949,23818
AUD,2000-10-03,1500,5113,13159,6785,24100
AUD,2000-10-10,1500,4990,13710,7154,24487
AUD,2000-10-17,1500,4701,13829,7014,24654
AUD,2000-10-24,1700,3428,13229,7575,24107
AUD,2000-10-31,1700,3846,13553,7461,24973
AUD,2000-11-07,1700,4316,13170,8056,24313
AUD,2000-11-14,1700,3441,12979,8252,24415
AUD,2000-11-21,1700,3970,14643,8538,25701
AUD,2000-11-28,1700,2473,13914,9037,24753
AUD,2000-12-05,2641,1981,15304,16901,28474
AUD,2000-12-12,2641,1971,16512,18129,30062
AUD,2001-01-02,4514,1468,8468,15673,23374
AUD,2001-01-09,4695,1363,9297,20070,25878
AUD,2001-01-16,4581,1322,9975,20345,26450
AUD,2001-01-23,3695,858,9988,19583,25392
AUD,2001-01-30,3225,1351,8828,17815,23202
AUD,2001-02-06,3685,1854,9645,16811,23352
AUD,2001-02-13,2562,2250,11677,15435,24104
AUD,2001-02-20,2229,3444,15505,15245,25814
AUD,2001-02-27,2386,3787,15881,15036,26498
AUD,2001-03-06,2430,3967,24058,21581,35712
AUD,2001-03-13,3109,4597,27547,23354,42016
AUD,2001-03-20,1776,4944,13729,7612,25392
AUD,2001-03-27,1852,4480,13415,7620,26034
AUD,2001-04-03,1895,5027,14173,7750,26563
AUD,2001-04-10,1895,5540,14941,8194,27091
AUD,2001-04-17,1895,4964,14663,9629,26220
AUD,2001-04-24,1925,3148,13917,13262,25375
AUD,2001-05-01,1950,2735,14578,13421,25961
AUD,2001-05-08,1950,2694,13458,12654,25187
AUD,2001-05-15,2420,3779,15025,13366,26570
AUD,2001-05-22,3350,1842,14602,16527,28223
AUD,2001-05-29,2968,2352,15593,15917,27921
AUD,2001-06-05,2195,1352,15476,14392,25951
AUD,2001-06-12,2100,2021,16229,16176,28945
AUD,2001-07-03,1700,2411,9302,8245,18832
AUD,2001-07-10,1700,2225,7645,7895,18348
AUD,2001-07-17,1993,3846,10397,7848,21834
AUD,2001-07-24,2665,3823,10509,8157,21886
AUD,2001-07-31,2623,3390,10503,7644,23550
AUD,2001-08-07,1500,2090,8304,10537,21232
AUD,2001-08-14,1900,2018,11612,15456,22711
AUD,2001-08-21,5975,1251,9380,22852,26018
AUD,2001-08-28,6695,2709,5430,18783,27949
AUD,2001-09-04,5677,1744,5252,19999,26449
AUD,2001-09-10,4759,1056,7234,18961,28692
AUD,2001-09-18,2552,4382,9122,9057,22407
AUD,2001-09-25,2084,3900,8900,9418,22796
AUD,2001-10-02,2622,3827,9657,8859,23946
AUD,2001-10-09,2181,4693,11672,8193,23874
AUD,2001-10-16,1617,2559,10104,9989,21924
AUD,2001-10-23,1597,2244,10088,10160,21557
AUD,2001-10-30,2210,1670,10365,11084,21672
AUD,2001-11-06,2634,1638,9800,11496,21872
AUD,2001-11-13,3028,3016,10151,14530,24463
AUD,2001-11-20,3729,428,7725,16256,24095
AUD,2001-11-27,3637,428,7241,16338,23520
AUD,2001-12-04,2664,528,7075,15255,22626
AUD,2001-12-11,1864,1942,7002,14246,24669
AUD,2002-01-29,2500,1523,9005,15628,23264
AUD,2002-02-05,2265,1879,9389,13091,22051
AUD,2002-02-12,2277,5114,12939,12173,23861
AUD,2002-02-26,1889,1804,10429,14971,21858
AUD,2002-03-12,8849,3423,13611,31210,40202
AUD,2002-03-19,9853,2978,8046,27784,33061
AUD,2002-03-26,13628,1368,8916,36199,40611
AUD,2002-04-02,15926,1623,7648,38293,43378
AUD,2002-04-09,25660,1623,8594,48195,53917
AUD,2002-04-16,19241,2074,8964,43351,48665
AUD,2002-04-23,20887,1536,8662,45251,49941
AUD,2002-04-30,18671,2050,9329,43473,48150
AUD,2002-05-07,17665,2336,9497,42345,48575
AUD,2002-05-14,13392,2055,9744,38721,45570
AUD,2002-05-21,10944,2873,9352,34595,41905
AUD,2002-05-28,13737,1915,9191,37092,43033
AUD,2002-06-04,14948,919,10638,40718,46120
AUD,2002-06-11,11974,625,15451,43059,52016
AUD,2002-06-18,9276,840,6218,30826,34311
AUD,2002-06-25,7315,753,6024,29834,33939
AUD,2002-07-02,7708,1486,8033,29335,34128
AUD,2002-07-09,7641,1304,8253,29407,33989
AUD,2002-07-16,7087,2708,7899,26050,32752
AUD,2002-07-23,3909,3160,10417,21199,30034
AUD,2002-08-06,1111,0,10820,20040,25198
AUD,2002-08-13,1191,0,10427,17950,23438
AUD,2002-08-20,1064,511,9795,17332,22559
AUD,2002-08-27,1034,1124,9715,18401,23142
AUD,2002-09-03,1034,867,10129,20858,25787
AUD,2002-09-10,995,471,11899,22804,27644
AUD,2002-10-01,2342,0,3843,15316,19336
AUD,2002-10-08,5845,0,3208,21684,24636
AUD,2002-10-15,5242,0,3211,21450,25002
AUD,2002-10-22,10534,563,3227,30406,34495
AUD,2002-10-29,12614,0,2837,33286,37148
AUD,2002-11-05,17956,240,3335,38949,42461
AUD,2002-11-12,17738,0,2817,39799,43395
AUD,2002-11-19,17300,0,1957,37248,40926
AUD,2002-11-26,15411,0,2551,36754,40034
AUD,2002-12-03,13508,0,3291,33838,37360
AUD,2002-12-10,11373,0,9389,38449,43658
AUD,2002-12-17,15088,577,2298,34445,37752
AUD,2002-12-23,12508,0,3498,32309,35422
AUD,2002-12-31,10920,0,3988,30973,34586
AUD,2003-01-07,19740,401,2789,39931,43834
AUD,2003-01-14,20414,431,2862,41752,45912
AUD,2003-01-21,19788,431,2892,41224,45506
AUD,2003-01-28,20369,431,3285,41544,46233
AUD,2003-02-04,23281,431,3169,44181,49109
AUD,2003-02-11,20066,431,3824,41679,46893
AUD,2003-02-18,18514,431,4250,42130,47209
AUD,2003-02-25,18461,431,5010,42176,47107
AUD,2003-03-04,18586,431,4266,41830,48318
AUD,2003-03-11,18087,89,7217,44255,53484
AUD,2003-03-18,9869,0,4320,30913,34641
AUD,2003-03-25,6153,0,5679,28459,32152
AUD,2003-04-01,6016,0,5764,28333,32383
AUD,2003-04-08,6806,0,3743,25101,30549
AUD,2003-04-15,10954,0,2989,29732,35538
AUD,2003-04-22,14919,1137,3435,35334,41589
AUD,2003-04-29,15235,429,3289,36640,43118
AUD,2003-05-06,14987,429,2635,35338,41820
AUD,2003-05-13,15089,429,3133,34994,41295
AUD,2003-05-20,13371,429,3029,33717,39408
AUD,2003-05-27,11885,429,3478,31387,37438
AUD,2003-06-03,14148,429,4114,34246,42095
AUD,2003-06-10,13338,431,6066,35581,44219
AUD,2003-06-17,10956,0,1294,31581,36601
AUD,2003-06-24,12800,0,2236,31973,36254
AUD,2003-07-01,15224,0,2571,33200,38754
AUD,2003-07-08,14175,0,1430,30102,36365
AUD,2003-07-15,12233,0,2382,27609,34228
AUD,2003-07-22,11621,0,3697,27489,33512
AUD,2003-07-29,12207,0,4414,31551,36006
AUD,2003-08-05,11385,0,3907,27531,33355
AUD,2003-08-12,10578,0,5022,27693,33216
AUD,2003-08-19,10320,0,5463,28229,34305
AUD,2003-08-26,7393,894,6606,25193,31865
AUD,2003-09-02,7307,2604,9609,22173,33573
AUD,2003-09-09,4746,1312,12831,26532,36930
AUD,2003-09-16,11590,1693,6538,29862,36082
AUD,2003-09-23,11559,1714,7675,34956,41264
AUD,2003-09-30,13188,1769,6306,35347,42727
AUD,2003-10-07,18224,1481,6727,42386,49919
AUD,2003-10-14,19182,1060,6037,42977,50668
AUD,2003-10-21,21851,1461,5163,46005,53949
AUD,2003-10-28,23216,1060,5865,46904,55553
AUD,2003-11-04,26380,1060,5800,49473,59105
AUD,2003-11-11,25795,1060,7750,49914,60650
AUD,2003-11-18,27948,1758,7758,52601,63444
AUD,2003-11-25,25859,625,8002,52671,61806
AUD,2003-12-02,27078,647,7971,53993,63089
AUD,2003-12-09,26691,1044,15657,60728,73209
AUD,2003-12-16,25711,532,4811,47943,56208
AUD,2003-12-22,27805,480,4806,49578,57595
AUD,2003-12-30,26703,582,6256,50982,58386
AUD,2004-01-06,25848,1341,7835,51471,61052
AUD,2004-01-13,27269,1913,7872,52353,62404
AUD,2004-01-20,26269,698,7121,49701,61905
AUD,2004-01-27,26523,1153,7803,51196,61742
AUD,2004-02-03,21322,1044,6665,41419,51677
AUD,2004-02-10,24250,2337,6783,47709,58655
AUD,2004-02-17,31248,2153,9207,54525,67461
AUD,2004-02-24,22429,1082,12008,48364,59772
AUD,2004-03-02,17417,995,12491,42100,55548
AUD,2004-03-09,14256,3771,18743,42451,58264
AUD,2004-03-16,6792,2956,4486,20717,29167
AUD,2004-03-23,5533,2567,5938,21468,29576
AUD,2004-03-30,6776,2604,7144,23046,30367
AUD,2004-04-06,11844,1477,6617,30354,37468
AUD,2004-04-12,12252,826,8048,32503,39460
AUD,2004-04-20,5808,2562,9475,21700,31409
AUD,2004-04-27,5801,2668,11346,22108,32822
AUD,2004-05-04,6397,4211,15117,21782,35722
AUD,2004-05-11,2845,5687,20143,20821,36777
AUD,2004-05-18,4260,6035,19859,21525,38361
AUD,2004-05-25,3817,8097,19877,18539,38618
AUD,2004-06-01,3008,8071,21602,19630,39054
AUD,2004-06-08,2186,6255,23855,23996,42488
AUD,2004-06-15,3931,4841,6997,7737,23761
AUD,2004-06-22,3662,4794,8242,8967,24238
AUD,2004-06-29,5885,4181,8380,10807,26312
AUD,2004-07-06,5257,3067,6653,22371,25832
AUD,2004-07-13,8622,953,6319,20799,30583
AUD,2004-07-20,10974,868,7847,25001,36642
AUD,2004-07-27,5018,2369,7771,16107,28377
AUD,2004-08-03,7348,888,7478,19064,30603
AUD,2004-08-10,8478,1365,6977,20160,30904
AUD,2004-08-17,9122,943,7487,23166,33254
AUD,2004-08-24,8792,1513,8646,24076,34627
AUD,2004-08-31,7138,2400,8243,19195,32662
AUD,2004-09-07,5160,5823,15336,17085,35375
AUD,2004-09-21,6972,6159,4605,4910,22195
AUD,2004-09-28,10783,3698,4549,18396,29604
AUD,2004-10-05,19510,2610,5610,33816,43324
AUD,2004-10-12,26060,1857,4430,42674,53591
AUD,2004-10-19,24842,2333,6105,43850,53667
AUD,2004-10-26,30579,2049,4680,48572,60051
AUD,2004-11-02,30737,1747,5504,48988,61179
AUD,2004-11-09,34824,2434,5386,52304,67041
AUD,2004-11-16,37285,2682,6775,56012,70438
AUD,2004-11-23,33214,2585,8675,56092,70137
AUD,2004-11-30,33361,2387,10893,57270,73359
AUD,2004-12-07,35652,1409,22386,71878,88254
AUD,2004-12-14,29627,66,7497,47159,56837
AUD,2004-12-21,29069,65,8956,48694,59283
AUD,2004-12-28,30330,73,8428,51620,60977
AUD,2005-01-04,32283,1670,10887,55491,66759
AUD,2005-01-11,26494,517,14661,52728,62685
AUD,2005-01-18,27749,534,15419,54133,65081
AUD,2005-01-25,31905,1002,16991,59467,71814
AUD,2005-02-01,38430,2646,15927,67085,79897
AUD,2005-02-08,36050,8451,16625,60624,76844
AUD,2005-02-15,44618,7919,15181,73102,89106
AUD,2005-02-22,49918,3948,14255,82272,95179
AUD,2005-03-01,56250,871,16082,94838,104099
AUD,2005-03-08,55816,3863,38147,114073,130231
AUD,2005-03-15,57410,3269,17468,93058,102848
AUD,2005-03-22,58973,3982,18980,94366,105846
AUD,2005-03-29,30819,4195,28694,69175,81324
AUD,2005-04-05,26134,5048,33001,63420,78489
AUD,2005-04-12,31709,6286,34721,69601,85163
AUD,2005-04-19,25245,6922,38177,64396,85577
AUD,2005-04-26,33986,6692,32727,73094,89273
AUD,2005-05-03,33987,4622,34403,74141,89548
AUD,2005-05-10,36178,5352,30980,73518,89282
AUD,2005-05-17,24221,8986,42004,61736,84442
AUD,2005-05-24,21939,8632,44079,61188,85299
AUD,2005-05-31,15019,9095,49234,58473,83172
AUD,2005-06-07,15528,2679,51749,70369,87578
AUD,2005-06-14,19846,4587,20750,44750,59436
AUD,2005-06-21,36466,3071,22351,72745,83291
AUD,2005-06-28,24447,1473,23923,61343,69392
AUD,2005-07-05,16534,7964,25456,40238,60369
AUD,2005-07-12,17868,9312,29218,39583,64490
AUD,2005-07-19,16209,9453,32041,38703,63659
AUD,2005-07-26,20643,3300,22845,46424,60938
AUD,2005-08-02,20549,3232,21469,48155,60900
AUD,2005-08-09,30047,2029,22896,61145,72496
AUD,2005-08-16,27090,786,23777,65004,73801
AUD,2005-08-23,14661,2791,26984,46249,60188
AUD,2005-08-30,14142,3277,35242,49984,61099
AUD,2005-09-06,20798,1465,31242,56505,65292
AUD,2005-09-13,36285,3043,32270,82812,96367
AUD,2005-09-20,36201,0,16360,72611,78632
AUD,2005-09-27,23527,582,16703,54112,63181
AUD,2005-10-04,29452,582,16799,60544,69587
AUD,2005-10-11,18844,1916,21722,48964,60128
AUD,2005-10-18,19393,8331,28198,43633,63897
AUD,2005-10-25,15562,7648,27250,41155,59833
AUD,2005-11-01,14623,10587,31931,38432,61243
AUD,2005-11-08,17183,13112,36510,39067,68200
AUD,2005-11-15,18367,18174,43292,40805,75581
AUD,2005-11-22,19690,18941,46121,44046,79829
AUD,2005-11-29,21190,15448,44298,48198,78973
AUD,2005-12-06,23052,7340,31614,52959,71637
AUD,2005-12-13,23890,3608,34827,64988,82817
AUD,2005-12-20,14497,6588,13740,25054,43315
AUD,2005-12-27,13691,12787,29658,28100,57071
AUD,2006-01-03,21116,14006,25302,29085,60245
AUD,2006-01-10,26703,4969,12877,39564,55332
AUD,2006-01-17,27102,4393,12878,45695,61525
AUD,2006-01-24,29898,10522,13517,42780,63978
AUD,2006-01-31,38523,9265,12794,54552,73813
AUD,2006-02-07,31309,10528,19114,44065,68525
AUD,2006-02-14,22669,14618,25417,33199,62933
AUD,2006-02-21,19649,15648,26327,31353,62973
AUD,2006-02-28,16175,14800,26143,29205,58377
AUD,2006-03-07,16803,19699,36511,32067,67707
AUD,2006-03-14,16571,14937,15857,12127,43094
AUD,2006-03-21,19065,30392,28478,9527,61058
AUD,2006-03-28,18522,31854,36285,14187,68768
AUD,2006-04-04,21629,27479,30227,16853,65124
AUD,2006-04-11,23254,16317,19038,22291,54618
AUD,2006-04-18,20597,9436,17592,27800,52049
AUD,2006-04-25,23684,15927,13441,24437,52591
AUD,2006-05-02,27297,5524,12098,45089,57861
AUD,2006-05-09,34685,5831,15610,60601,74660
AUD,2006-05-16,36522,5937,17242,66322,78831
AUD,2006-05-23,28453,12143,28741,61558,81572
AUD,2006-05-30,33720,6932,18797,61867,76396
AUD,2006-06-06,24106,10188,24680,53267,72968
AUD,2006-06-13,23302,11350,37012,61109,81160
AUD,2006-06-20,11753,14165,10406,15936,37629
AUD,2006-06-27,14220,11514,10614,21734,42014
AUD,2006-07-03,17141,12080,11331,24672,45680
AUD,2006-07-11,21901,4965,10403,36251,51757
AUD,2006-07-18,30614,2399,4185,44690,54649
AUD,2006-07-25,37046,3654,3560,50202,62339
AUD,2006-08-01,40195,2082,3493,57753,67931
AUD,2006-08-08,36364,3307,4646,53975,65353
AUD,2006-08-15,42751,3659,4684,62087,72893
AUD,2006-08-22,31584,1509,6071,53113,62131
AUD,2006-08-29,34383,1142,4827,55290,63348
AUD,2006-09-05,49725,1779,4187,71468,81372
AUD,2006-09-12,25739,1205,19295,55186,69370
AUD,2006-09-19,39055,5423,2905,48997,61952
AUD,2006-09-26,34442,4353,3532,44390,57337
AUD,2006-10-03,31493,9912,7190,37403,56292
AUD,2006-10-10,43831,8581,3157,47002,65437
AUD,2006-10-17,49027,9338,4191,56534,74025
AUD,2006-10-24,61738,5314,2506,72762,87502
AUD,2006-10-31,78430,7077,2322,89841,107657
AUD,2006-11-07,94014,8399,832,105593,123491
AUD,2006-11-14,71619,6669,3090,89581,105229
AUD,2006-11-21,75236,7775,2370,90452,108253
AUD,2006-11-28,90263,10505,1602,103506,123916
AUD,2006-12-05,88467,13156,6613,108357,129455
AUD,2006-12-12,92025,11111,40752,145481,170902
AUD,2006-12-19,95543,6643,3877,117463,129934
AUD,2006-12-26,92051,7016,7440,115522,128732
AUD,2007-01-03,97410,8587,5058,115664,132225
AUD,2007-01-09,61978,12100,26843,94404,116268
AUD,2007-01-16,73505,6749,17498,103896,121645
AUD,2007-01-23,86840,9592,11257,108961,127566
AUD,2007-01-30,70120,5915,18993,98520,116294
AUD,2007-02-06,70813,9568,23375,96725,117781
AUD,2007-02-13,69996,5128,20776,98159,115145
AUD,2007-02-20,76535,6918,19611,105158,123639
AUD,2007-02-27,92669,9594,16207,118486,140036
AUD,2007-03-06,45971,18961,49184,89906,120959
AUD,2007-03-13,52719,4612,52390,112672,132184
AUD,2007-03-20,71585,8420,3550,83267,104097
AUD,2007-03-27,88508,7911,3580,100030,120220
AUD,2007-04-03,87803,5972,4459,103094,121869
AUD,2007-04-10,80577,6222,5038,95867,117562
AUD,2007-04-17,88724,10407,4980,100022,123468
AUD,2007-04-24,85191,8714,7331,101405,123137
AUD,2007-05-01,72663,8818,6652,86586,107911
AUD,2007-05-08,81980,8354,5933,92016,114679
AUD,2007-05-15,83700,8562,4597,94056,114784
AUD,2007-05-22,66861,19561,10057,71475,103300
AUD,2007-05-29,61546,22208,10925,62351,97790
AUD,2007-06-05,85106,7850,6599,101954,122120
AUD,2007-06-12,90443,17069,29955,125734,157047
AUD,2007-06-19,75187,9974,7354,95081,115118
AUD,2007-06-26,73314,6339,4639,93141,111504
AUD,2007-07-03,68053,9956,10171,89064,109147
AUD,2007-07-10,69945,4787,6466,93890,110984
AUD,2007-07-17,78022,9766,9972,97491,120509
AUD,2007-07-24,75651,8808,9799,94630,118608
AUD,2007-07-31,54254,18481,27336,78588,108022
AUD,2007-08-07,52971,22252,31815,78037,110617
AUD,2007-08-14,42572,19252,34581,75452,105080
AUD,2007-08-21,24197,19221,51179,66498,95901
AUD,2007-08-28,23209,11250,53347,72862,96642
AUD,2007-09-04,36282,9762,47591,80156,103527
AUD,2007-09-11,39919,9472,43498,84624,106674
AUD,2007-09-18,34512,11396,2703,41350,59950
AUD,2007-09-25,46504,7462,4391,60079,74017
AUD,2007-10-02,66857,12225,5729,78473,97556
AUD,2007-10-09,61054,12003,9052,76234,95293
AUD,2007-10-16,64754,9165,7431,79191,96797
AUD,2007-10-23,51672,8019,9591,68892,85160
AUD,2007-10-30,54852,8830,8531,73210,88532
AUD,2007-11-06,59911,9274,8185,75825,93618
AUD,2007-11-13,38876,6048,15471,62608,78011
AUD,2007-11-20,35304,4808,14247,57792,70026
AUD,2007-11-27,30147,4493,14051,51273,64572
AUD,2007-12-04,31152,7633,15645,49535,67940
AUD,2007-12-11,36148,3183,17612,64409,75747
AUD,2007-12-18,19365,8328,13956,38769,54969
AUD,2007-12-24,24100,10560,11152,39267,57131
AUD,2007-12-31,26901,8877,12940,43994,60423
AUD,2008-01-08,35947,12551,12975,54657,78398
AUD,2008-01-15,40712,15252,13604,58118,81641
AUD,2008-01-22,23779,18172,19825,37258,68055
AUD,2008-01-29,29037,12728,12657,42613,65613
AUD,2008-02-05,45325,12428,5230,51209,73676
AUD,2008-02-12,53483,17615,6134,61036,86843
AUD,2008-02-19,58464,18044,8022,66708,94144
AUD,2008-02-26,57201,20357,9311,65590,94774
AUD,2008-03-04,55808,18422,6127,62910,90774
AUD,2008-03-11,47880,16188,17602,67479,93044
AUD,2008-03-18,40625,5060,6003,56149,72466
AUD,2008-03-25,40242,4622,8883,58804,71646
AUD,2008-04-01,41035,4067,10506,59894,72433
AUD,2008-04-08,59685,7996,4528,72927,88174
AUD,2008-04-15,57536,12891,7569,68620,90258
AUD,2008-04-22,70348,11850,2567,81053,101469
AUD,2008-04-29,60245,9780,7737,76815,96564
AUD,2008-05-06,75627,10206,2094,86190,106209
AUD,2008-05-13,69793,12339,6961,79352,101516
AUD,2008-05-20,72418,11117,8600,89280,111047
AUD,2008-05-27,67200,9908,8929,87302,107884
AUD,2008-06-03,63673,10366,11754,76659,109056
AUD,2008-06-10,57536,10039,16770,71084,106214
AUD,2008-06-17,42536,5549,2769,40709,72514
AUD,2008-06-24,57267,7885,3346,64778,88918
AUD,2008-07-01,60912,9503,6570,68702,96429
AUD,2008-07-08,59766,10460,6929,67189,97165
AUD,2008-07-15,69126,13058,6361,82907,105902
AUD,2008-07-22,67105,13517,10242,81410,107776
AUD,2008-07-29,40755,11836,16854,64479,85686
AUD,2008-08-05,33288,18541,23249,49210,80980
AUD,2008-08-12,27714,18661,22932,43248,74805
AUD,2008-08-19,31016,25066,26828,32556,76367
AUD,2008-08-26,31820,30443,30550,32763,78479
AUD,2008-09-02,33552,32041,33360,34324,84673
AUD,2008-09-09,31792,30206,46263,45571,93898
AUD,2008-09-16,8575,25601,28995,10126,53874
AUD,2008-09-23,7759,27221,32346,13958,55072
AUD,2008-09-30,9103,23450,31535,16665,53200
AUD,2008-10-07,9501,17848,31447,23634,54239
AUD,2008-10-14,7511,14484,27187,20211,47396
AUD,2008-10-21,6711,13945,31073,21728,57785
AUD,2008-10-28,8762,18581,39476,28466,72743
AUD,2008-11-04,10623,16136,43866,36724,67219
AUD,2008-11-11,7314,15918,45269,35476,65790
AUD,2008-11-18,6661,12451,45776,35573,63207
AUD,2008-11-25,6524,15148,49610,38403,69320
AUD,2008-12-02,6121,15999,52581,40041,71412
AUD,2008-12-09,6463,10915,46993,43878,68074
AUD,2008-12-16,5922,10121,9571,9519,28784
AUD,2008-12-22,10581,12017,9893,10733,32564
AUD,2008-12-30,11209,11661,8691,12692,33147
AUD,2009-01-06,12656,12061,10094,16823,38208
AUD,2009-01-13,10310,14786,16073,14625,39676
AUD,2009-01-20,10971,17086,22007,16344,45585
AUD,2009-01-27,12591,16006,20406,17105,45177
AUD,2009-02-03,12195,17314,24128,17579,48632
AUD,2009-02-10,9507,15355,21276,17847,44254
AUD,2009-02-17,10183,17473,24225,17757,48452
AUD,2009-02-24,9908,15491,22636,17696,45886
AUD,2009-03-03,12386,15172,23300,18604,49180
AUD,2009-03-10,11649,15594,40275,42551,68898
AUD,2009-03-17,14926,15345,19033,25625,50497
AUD,2009-03-24,22254,13841,18787,36283,58361
AUD,2009-03-31,24594,13307,20377,42409,63184
AUD,2009-04-07,28880,10764,20438,53130,70500
AUD,2009-04-14,31641,10852,21739,56976,74516
AUD,2009-04-21,25840,8590,23083,51932,69568
AUD,2009-04-28,25748,9056,24159,52272,69683
AUD,2009-05-05,34186,11122,22914,60432,79209
AUD,2009-05-12,39484,11253,22705,64760,84347
AUD,2009-05-19,38275,8980,23956,67102,85069
AUD,2009-05-26,41658,9189,23793,73030,90037
AUD,2009-06-02,42095,11351,26621,74542,92940
AUD,2009-06-09,40966,9083,43347,90078,107627
AUD,2009-06-16,41233,9030,11003,55571,73219
AUD,2009-06-23,39780,10412,16269,57623,77430
AUD,2009-06-30,46348,11358,22842,71094,91416
AUD,2009-07-07,44542,12656,20443,64058,86620
AUD,2009-07-14,42301,16708,25056,60259,87807
AUD,2009-07-21,51052,12264,23493,77646,98479
AUD,2009-07-28,53877,10382,23448,83098,103394
AUD,2009-08-04,56300,9890,22267,86568,106512
AUD,2009-08-11,57276,8430,22134,87447,106896
AUD,2009-08-18,51792,7672,22789,83833,101123
AUD,2009-08-25,55340,7053,23720,89600,106751
AUD,2009-09-01,51967,10031,24756,81046,102915
AUD,2009-09-08,54829,6445,28223,95497,114028
AUD,2009-09-15,58173,9572,17506,88301,104312
AUD,2009-09-22,61001,9477,19441,92523,109900
AUD,2009-09-29,55700,8002,20795,87859,104250
AUD,2009-10-06,58029,7864,23247,91476,110359
AUD,2009-10-13,59930,7283,24838,99661,119675
AUD,2009-10-20,62429,8439,27039,97669,120590
AUD,2009-10-27,59128,6241,23778,97808,115342
AUD,2009-11-03,55825,5442,28556,97718,114518
AUD,2009-11-09,54402,6968,26289,93706,111424
AUD,2009-11-17,60635,13747,30030,100283,124030
AUD,2009-11-24,53743,10179,34754,97938,118766
AUD,2009-12-01,55415,6977,31839,99362,118047
AUD,2009-12-08,50719,4037,42746,105198,125262
AUD,2009-12-15,54757,13774,22600,77031,101906
AUD,2009-12-22,48769,16344,21197,67630,94188
AUD,2009-12-29,53603,17072,20461,71294,98465
AUD,2010-01-05,62114,15006,20892,83608,108728
AUD,2010-01-12,73240,13888,23798,100860,126970
AUD,2010-01-19,77331,14480,24229,107538,133086
AUD,2010-01-26,61097,15779,23947,84010,112867
AUD,2010-02-02,46531,13260,24041,69877,98426
AUD,2010-02-09,44346,16740,31470,64292,99643
AUD,2010-02-16,43315,16312,30745,65385,98449
AUD,2010-02-23,51882,12890,27846,79853,108320
AUD,2010-03-02,59106,10345,27975,92352,116667
AUD,2010-03-09,69885,8600,29687,108447,130808
AUD,2010-03-16,73747,10253,22806,105720,126301
AUD,2010-03-23,84248,9909,25514,116708,142413
AUD,2010-03-30,79698,10358,28480,116105,142815
AUD,2010-04-06,84060,10862,27933,124526,151605
AUD,2010-04-13,88635,7961,26134,128840,154014
AUD,2010-04-20,87169,8265,28159,129072,154367
AUD,2010-04-27,75357,9289,30000,112994,140472
AUD,2010-05-04,68196,11214,36175,106918,136437
AUD,2010-05-11,56155,6957,35575,91981,115269
AUD,2010-05-18,50564,12184,36692,83248,113271
AUD,2010-05-25,39367,19844,45318,68966,106473
AUD,2010-06-01,37021,21976,52653,65964,110772
AUD,2010-06-08,29746,21311,57197,69578,108956
AUD,2010-06-15,27729,15323,10978,24015,57653
AUD,2010-06-22,29809,18003,11625,27219,60340
AUD,2010-06-29,28105,15251,11191,27689,59657
AUD,2010-07-06,25885,18639,16180,26973,64872
AUD,2010-07-13,35209,11729,11605,40217,68482
AUD,2010-07-20,45253,12367,11829,50979,80302
AUD,2010-07-27,51282,10749,12858,62833,89389
AUD,2010-08-03,62096,13381,12383,71518,99149
AUD,2010-08-10,68353,13983,19236,83895,114049
AUD,2010-08-17,71020,13323,22053,90861,120329
AUD,2010-08-24,58462,11445,24554,78900,107434
AUD,2010-08-31,54261,10453,22236,74235,102439
AUD,2010-09-07,69700,12734,30034,99652,128346
AUD,2010-09-14,74076,17407,17839,89852,120308
AUD,2010-09-21,77944,13620,21347,102218,129713
AUD,2010-09-28,81419,11886,25090,111037,137646
AUD,2010-10-05,81871,12835,24969,113042,139447
AUD,2010-10-12,79697,12006,26478,112594,138537
AUD,2010-10-19,71661,12480,26588,105534,133257
AUD,2010-10-26,67433,12318,27672,100417,128470
AUD,2010-11-02,66821,15641,26980,93698,125968
AUD,2010-11-09,62983,15367,31145,98063,130206
AUD,2010-11-16,52462,16260,36564,86694,121110
AUD,2010-11-23,46935,18464,40091,83467,117998
